date,player_1,player_2,winner,p1_rank,p2_rank
2024-02-02,Amr Elsayed Abdou Ahmed Mohamed,Emilio Gomez,Amr Elsayed Abdou Ahmed Mohamed,735.0,307.0
2024-02-02,Michael Bassem Sobhy,Andres Andrade,Andres Andrade,1090.0,669.0
2024-02-02,Yoshihito Nishioka,Hady Habib,Yoshihito Nishioka,84.0,304.0
2024-02-02,Yosuke Watanuki,Benjamin Hassan,Benjamin Hassan,113.0,152.0
2024-02-02,Yoshihito Nishioka,Benjamin Hassan,Yoshihito Nishioka,84.0,152.0
2024-02-02,Viktor Durasovic,Robert Strombachs,Viktor Durasovic,413.0,346.0
2024-02-02,Martins Rocens,Casper Ruud,Casper Ruud,1763.0,12.0
2024-02-02,Cem Ilkel,Kiranpal Pannu,Kiranpal Pannu,284.0,716.0
2024-02-02,Yanki Erel,Ajeet Rai,Yanki Erel,325.0,538.0
2024-02-02,Ajeet Rai,Altug Celikbilek,Altug Celikbilek,538.0,371.0
2024-02-02,Sergey Fomin,Hubert Hurkacz,Hubert Hurkacz,665.0,8.0
2024-02-02,Maks Kasnikowski,Khumoun Sultanov,Maks Kasnikowski,271.0,330.0
2024-02-02,Maxim Shin,Kamil Majchrzak,Kamil Majchrzak,1469.0,807.0
2024-02-02,Matic Kriznik,Zhizhen Zhang,Zhizhen Zhang,1274.0,50.0
2024-02-02,Yi Zhou,Sebastian Dominko,Yi Zhou,877.0,1107.0
2024-02-02,Zhizhen Zhang,Sebastian Dominko,Sebastian Dominko,50.0,1107.0
2024-02-02,Yi Zhou,Matic Kriznik,Yi Zhou,877.0,1274.0
2024-02-02,Moez Echargui,Jesse Flores,Moez Echargui,279.0,900.0
2024-02-02,Nam Hoang Ly,Philip Henning,Nam Hoang Ly,554.0,748.0
2024-02-02,Nam Hoang Ly,Kris Van Wyk,Nam Hoang Ly,554.0,416.0
2024-02-03,Francisco Cerundolo,Dmitry Popko,Francisco Cerundolo,22.0,338.0
2024-02-03,Tomas Martin Etcheverry,Timofey Skatov,Timofey Skatov,28.0,278.0
2024-02-03,Timofey Skatov,Francisco Cerundolo,Timofey Skatov,278.0,22.0
2024-02-03,Dmitry Popko,Sebastian Baez,Sebastian Baez,338.0,25.0
2024-02-03,Juan Pablo Varillas,Alejandro Tabilo,Alejandro Tabilo,87.0,54.0
2024-02-03,Ignacio Buse,Nicolas Jarry,Ignacio Buse,438.0,20.0
2024-02-03,Juan Pablo Varillas,Nicolas Jarry,Nicolas Jarry,87.0,20.0
2024-02-03,Alejandro Tabilo,Ignacio Buse,Alejandro Tabilo,54.0,438.0
2024-02-03,Marin Cilic,Zizou Bergs,Zizou Bergs,1044.0,131.0
2024-02-03,Duje Ajdukovic,Joris De Loore,Duje Ajdukovic,125.0,192.0
2024-02-03,Duje Ajdukovic,Zizou Bergs,Zizou Bergs,125.0,131.0
2024-02-03,Jakub Mensik,Yshai Oliel,Jakub Mensik,127.0,415.0
2024-02-03,Daniel Cukierman,Jiri Lehecka,Jiri Lehecka,465.0,31.0
2024-02-03,Vit Kopriva,Orel Kimhi,Vit Kopriva,115.0,456.0
2024-02-03,Luca Van Assche,Yu Hsiou Hsu,Luca Van Assche,68.0,230.0
2024-02-03,Tung Lin Wu,Adrian Mannarino,Adrian Mannarino,238.0,17.0
2024-02-03,Quentin Halys,Chun Hsin Tseng,Quentin Halys,100.0,305.0
2024-02-03,Nerman Fatic,Dimitar Kuzmanov,Nerman Fatic,204.0,225.0
2024-02-03,Yanaki Milev,Damir Dzumhur,Damir Dzumhur,550.0,147.0
2024-02-03,Petr Nesterov,Andrej Nedic,Petr Nesterov,564.0,591.0
2024-02-03,Stefanos Tsitsipas,Marius Copil,Stefanos Tsitsipas,10.0,283.0
2024-02-03,Nicholas David Ionel,Aristotelis Thanos,Aristotelis Thanos,265.0,1433.0
2024-02-03,Ioannis Xilas,Luca Preda,Ioannis Xilas,1286.0,1099.0
2024-02-03,Michael Agwi,Dominic Thiem,Dominic Thiem,935.0,90.0
2024-02-03,Sebastian Ofner,Osgar Ohoisin,Sebastian Ofner,40.0,1015.0
2024-02-03,Michael Agwi,Lucas Miedler,Lucas Miedler,935.0,1071.0
2024-02-03,Vilius Gaubas,Saba Purtseladze,Saba Purtseladze,366.0,450.0
2024-02-03,Ricardas Berankis,Zura Tkemaladze,Ricardas Berankis,248.0,721.0
2024-02-03,Saba Purtseladze,Ricardas Berankis,Ricardas Berankis,450.0,248.0
2024-02-03,Vilius Gaubas,Zura Tkemaladze,Vilius Gaubas,366.0,721.0
2024-02-03,Ernesto Escobedo,Elmer Moller,Elmer Moller,493.0,361.0
2024-02-03,Rodrigo Pacheco Mendez,August Holmgren,Rodrigo Pacheco Mendez,696.0,292.0
2024-02-03,Ernesto Escobedo,August Holmgren,August Holmgren,493.0,292.0
2024-02-03,Juan Carlos Prado Angelo,Maximus Jones,Juan Carlos Prado Angelo,605.0,581.0
2024-02-03,Wishaya Trongcharoenchaikul,Murkel Alejandro Dellien Velasco,Murkel Alejandro Dellien Velasco,780.0,288.0
2024-02-03,Petros Chrysochos,Yassine Dlimi,Yassine Dlimi,1410.0,604.0
2024-02-03,Elliot Benchetrit,Menelaos Efstathiou,Elliot Benchetrit,614.0,1222.0
2024-02-03,Benjamin Lock,Hong Kit Jack Wong,Hong Kit Jack Wong,348.0,1643.0
2024-02-03,Darian King,Blaise Bicknell,Blaise Bicknell,547.0,319.0
2024-02-03,Fitriadi M Rifqi,Thomas Yaka Kofi Setodji,Fitriadi M Rifqi,569.0,819.0
2024-02-03,Franco Roncadelli,Ilya Snitari,Franco Roncadelli,616.0,740.0
2024-02-03,Joaquin  Aguilar Cardozo ,Radu Albot,Radu Albot,1109.0,136.0
2024-02-03,Radu Albot,Franco Roncadelli,Radu Albot,136.0,616.0
2024-02-03,Ilya Snitari,Joaquin  Aguilar Cardozo ,Joaquin  Aguilar Cardozo ,740.0,1109.0
2024-02-05,Facundo Bagnis,Luciano Darderi,Luciano Darderi,207.0,136.0
2024-02-05,Facundo Bagnis,Federico Coria,Facundo Bagnis,207.0,93.0
2024-02-05,Sebastian Baez,Luciano Darderi,Luciano Darderi,26.0,136.0
2024-02-05,Facundo Bagnis,Jaume Munar,Facundo Bagnis,207.0,74.0
2024-02-05,Tomas Martin Etcheverry,Federico Coria,Federico Coria,29.0,93.0
2024-02-05,Luciano Darderi,Yannick Hanfmann,Luciano Darderi,136.0,59.0
2024-02-05,Facundo Diaz Acosta,Sebastian Baez,Sebastian Baez,95.0,26.0
2024-02-05,Jaume Munar,Francisco Cerundolo,Jaume Munar,74.0,22.0
2024-02-05,Roberto Carballes Baena,Facundo Bagnis,Facundo Bagnis,65.0,207.0
2024-02-05,Tomas Martin Etcheverry,Bernabe Zapata Miralles,Tomas Martin Etcheverry,29.0,79.0
2024-02-05,Albert Ramos,Federico Coria,Federico Coria,84.0,93.0
2024-02-05,Yannick Hanfmann,Roman Andres Burruchaga,Yannick Hanfmann,59.0,170.0
2024-02-05,Sebastian Ofner,Luciano Darderi,Luciano Darderi,38.0,136.0
2024-02-05,Facundo Diaz Acosta,Thiago Agustin Tirante,Facundo Diaz Acosta,95.0,109.0
2024-02-05,Hugo Dellien,Sebastian Baez,Sebastian Baez,112.0,26.0
2024-02-05,Jaume Munar,Daniel Elahi Galan,Jaume Munar,74.0,78.0
2024-02-05,Juan Manuel Cerundolo,Facundo Bagnis,Facundo Bagnis,148.0,207.0
2024-02-05,Roberto Carballes Baena,Mariano Navone,Roberto Carballes Baena,65.0,118.0
2024-02-05,Cristian Garin,Bernabe Zapata Miralles,Bernabe Zapata Miralles,87.0,79.0
2024-02-05,Albert Ramos,Pedro Cachin,Albert Ramos,84.0,73.0
2024-02-05,Daniel Altmaier,Federico Coria,Federico Coria,52.0,93.0
2024-02-05,Yannick Hanfmann,Juan Pablo Varillas,Yannick Hanfmann,59.0,85.0
2024-02-05,Diego Schwartzman,Roman Andres Burruchaga,Roman Andres Burruchaga,117.0,170.0
2024-02-05,Luciano Darderi,Tomas Barrios Vera,Luciano Darderi,136.0,108.0
2024-02-05,Francisco Comesana,Thiago Agustin Tirante,Thiago Agustin Tirante,120.0,109.0
2024-02-05,Facundo Diaz Acosta,Federico Agustin Gomez,Facundo Diaz Acosta,95.0,365.0
2024-02-05,Thiago Seyboth Wild,Hugo Dellien,Hugo Dellien,81.0,112.0
2024-02-05,Tommy Paul,Marcos Giron,Tommy Paul,15.0,67.0
2024-02-05,Adrian Mannarino,Marcos Giron,Marcos Giron,17.0,67.0
2024-02-05,Tommy Paul,Ben Shelton,Tommy Paul,15.0,16.0
2024-02-05,Frances Tiafoe,Marcos Giron,Marcos Giron,14.0,67.0
2024-02-05,Adrian Mannarino,James Duckworth,Adrian Mannarino,17.0,106.0
2024-02-05,Jordan Thompson,Ben Shelton,Ben Shelton,44.0,16.0
2024-02-05,Tommy Paul,Dominik Koepfer,Tommy Paul,15.0,60.0
2024-02-05,Alex Michelsen,Frances Tiafoe,Frances Tiafoe,75.0,14.0
2024-02-05,Marcos Giron,Max Purcell,Marcos Giron,67.0,43.0
2024-02-05,Yoshihito Nishioka,Adrian Mannarino,Adrian Mannarino,83.0,17.0
2024-02-05,James Duckworth,Christopher Eubanks,James Duckworth,106.0,33.0
2024-02-05,Denis Kudla,Jordan Thompson,Jordan Thompson,174.0,44.0
2024-02-05,Ben Shelton,Michael Mmoh,Ben Shelton,16.0,115.0
2024-02-05,Rinky Hijikata,Dominik Koepfer,Dominik Koepfer,88.0,60.0
2024-02-05,Tommy Paul,Taro Daniel,Tommy Paul,15.0,62.0
2024-02-05,Tennys Sandgren,Alex Michelsen,Alex Michelsen,281.0,75.0
2024-02-05,Marcos Giron,Nicolas Moreno De Alboran,Marcos Giron,67.0,154.0
2024-02-05,Mitchell Krueger,Max Purcell,Max Purcell,244.0,43.0
2024-02-05,Yoshihito Nishioka,Terence Atmane,Yoshihito Nishioka,83.0,144.0
2024-02-05,Zachary Svajda,James Duckworth,James Duckworth,145.0,106.0
2024-02-05,Christopher Eubanks,Steve Johnson,Christopher Eubanks,33.0,246.0
2024-02-05,Adam Neff,Jordan Thompson,Jordan Thompson,829.0,44.0
2024-02-05,Denis Kudla,Radu Albot,Denis Kudla,174.0,137.0
2024-02-05,Emilio Nava,Michael Mmoh,Michael Mmoh,149.0,115.0
2024-02-05,Dominik Koepfer,Aleksandar Kovacevic,Dominik Koepfer,60.0,100.0
2024-02-05,Ethan Quinn,Rinky Hijikata,Rinky Hijikata,288.0,88.0
2024-02-05,Taro Daniel,Constant Lestienne,Taro Daniel,62.0,104.0
2024-02-05,Grigor Dimitrov,Ugo Humbert,Ugo Humbert,13.0,21.0
2024-02-05,Ugo Humbert,Hubert Hurkacz,Ugo Humbert,21.0,8.0
2024-02-05,Karen Khachanov,Grigor Dimitrov,Grigor Dimitrov,18.0,13.0
2024-02-05,Hubert Hurkacz,Tomas Machac,Hubert Hurkacz,8.0,66.0
2024-02-05,Alejandro Davidovich Fokina,Ugo Humbert,Ugo Humbert,24.0,21.0
2024-02-05,Karen Khachanov,Zhizhen Zhang,Karen Khachanov,18.0,50.0
2024-02-05,Arthur Rinderknech,Grigor Dimitrov,Grigor Dimitrov,94.0,13.0
2024-02-05,Hubert Hurkacz,Alexander Shevchenko,Hubert Hurkacz,8.0,56.0
2024-02-05,Lorenzo Musetti,Tomas Machac,Tomas Machac,27.0,66.0
2024-02-05,Ugo Humbert,Hugo Gaston,Ugo Humbert,21.0,86.0
2024-02-05,Emil Ruusuvuori,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,55.0,24.0
2024-02-05,Zhizhen Zhang,Felix Auger Aliassime,Zhizhen Zhang,50.0,28.0
2024-02-05,Roberto Bautista Agut,Karen Khachanov,Karen Khachanov,102.0,18.0
2024-02-05,Arthur Rinderknech,Jiri Lehecka,Arthur Rinderknech,94.0,32.0
2024-02-05,Sebastian Korda,Grigor Dimitrov,Grigor Dimitrov,34.0,13.0
2024-02-05,Alexander Shevchenko,Benjamin Bonzi,Alexander Shevchenko,56.0,126.0
2024-02-05,Andy Murray,Tomas Machac,Tomas Machac,49.0,66.0
2024-02-05,Lorenzo Musetti,Maximilian Marterer,Lorenzo Musetti,27.0,99.0
2024-02-05,Denis Shapovalov,Hugo Gaston,Hugo Gaston,127.0,86.0
2024-02-05,Emil Ruusuvuori,Luca Van Assche,Emil Ruusuvuori,55.0,68.0
2024-02-05,Gregoire Barrere,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,105.0,24.0
2024-02-05,Felix Auger Aliassime,Quentin Halys,Felix Auger Aliassime,28.0,101.0
2024-02-05,Giulio Zeppieri,Zhizhen Zhang,Zhizhen Zhang,111.0,50.0
2024-02-05,Roberto Bautista Agut,Richard Gasquet,Roberto Bautista Agut,102.0,131.0
2024-02-05,David Goffin,Jiri Lehecka,Jiri Lehecka,134.0,32.0
2024-02-05,Arthur Rinderknech,Maxime Cressy,Arthur Rinderknech,94.0,128.0
2024-02-05,Hugo Grenier,Sebastian Korda,Sebastian Korda,155.0,34.0
2024-02-12,Taylor Fritz,Tommy Paul,Taylor Fritz,9.0,14.0
2024-02-12,Marcos Giron,Taylor Fritz,Taylor Fritz,52.0,9.0
2024-02-12,Tommy Paul,Frances Tiafoe,Tommy Paul,14.0,15.0
2024-02-12,Rinky Hijikata,Taylor Fritz,Taylor Fritz,84.0,9.0
2024-02-12,Marcos Giron,Patrick Kypson,Marcos Giron,52.0,155.0
2024-02-12,Jordan Thompson,Tommy Paul,Tommy Paul,42.0,14.0
2024-02-12,Frances Tiafoe,Flavio Cobolli,Frances Tiafoe,15.0,72.0
2024-02-12,Nuno Borges,Taylor Fritz,Taylor Fritz,46.0,9.0
2024-02-12,Rinky Hijikata,Matteo Arnaldi,Rinky Hijikata,84.0,43.0
2024-02-12,Adrian Mannarino,Marcos Giron,Marcos Giron,19.0,52.0
2024-02-12,Patrick Kypson,Constant Lestienne,Patrick Kypson,155.0,104.0
2024-02-12,Nicolas Moreno De Alboran,Jordan Thompson,Jordan Thompson,149.0,42.0
2024-02-12,Tommy Paul,Alex Michelsen,Tommy Paul,14.0,75.0
2024-02-12,Zachary Svajda,Flavio Cobolli,Flavio Cobolli,146.0,72.0
2024-02-12,Frances Tiafoe,Radu Albot,Frances Tiafoe,15.0,137.0
2024-02-12,Gabriel Diallo,Nuno Borges,Nuno Borges,136.0,46.0
2024-02-12,Rinky Hijikata,Liam Broady,Rinky Hijikata,84.0,121.0
2024-02-12,Yoshihito Nishioka,Matteo Arnaldi,Matteo Arnaldi,77.0,43.0
2024-02-12,Marcos Giron,Emilio Nava,Marcos Giron,52.0,144.0
2024-02-12,Aleksandar Vukic,Constant Lestienne,Constant Lestienne,69.0,104.0
2024-02-12,Patrick Kypson,Miomir Kecmanovic,Patrick Kypson,155.0,40.0
2024-02-12,Daniel Evans,Jordan Thompson,Jordan Thompson,44.0,42.0
2024-02-12,Nicolas Moreno De Alboran,Aleksandar Kovacevic,Nicolas Moreno De Alboran,149.0,102.0
2024-02-12,Thanasi Kokkinakis,Alex Michelsen,Alex Michelsen,79.0,75.0
2024-02-12,Zachary Svajda,Max Purcell,Zachary Svajda,146.0,41.0
2024-02-12,Taro Daniel,Flavio Cobolli,Flavio Cobolli,63.0,72.0
2024-02-12,Radu Albot,Juncheng Shang,Radu Albot,137.0,139.0
2024-02-12,Nicolas Jarry,Facundo Diaz Acosta,Facundo Diaz Acosta,21.0,87.0
2024-02-12,Nicolas Jarry,Carlos Alcaraz,Nicolas Jarry,21.0,2.0
2024-02-12,Federico Coria,Facundo Diaz Acosta,Facundo Diaz Acosta,106.0,87.0
2024-02-12,Carlos Alcaraz,Andrea Vavassori,Carlos Alcaraz,2.0,152.0
2024-02-12,Tomas Martin Etcheverry,Nicolas Jarry,Nicolas Jarry,27.0,21.0
2024-02-12,Facundo Diaz Acosta,Dusan Lajovic,Facundo Diaz Acosta,87.0,58.0
2024-02-12,Sebastian Baez,Federico Coria,Federico Coria,30.0,106.0
2024-02-12,Carlos Alcaraz,Camilo Ugo Carabelli,Carlos Alcaraz,2.0,134.0
2024-02-12,Laslo Djere,Andrea Vavassori,Andrea Vavassori,35.0,152.0
2024-02-12,Nicolas Jarry,Stan Wawrinka,Nicolas Jarry,21.0,60.0
2024-02-12,Daniel Elahi Galan,Tomas Martin Etcheverry,Tomas Martin Etcheverry,80.0,27.0
2024-02-12,Dusan Lajovic,Alejandro Tabilo,Dusan Lajovic,58.0,54.0
2024-02-12,Francisco Cerundolo,Facundo Diaz Acosta,Facundo Diaz Acosta,22.0,87.0
2024-02-12,Sebastian Baez,Luciano Darderi,Sebastian Baez,30.0,76.0
2024-02-12,Cameron Norrie,Federico Coria,Federico Coria,20.0,106.0
2024-02-12,Camilo Ugo Carabelli,Juan Pablo Varillas,Camilo Ugo Carabelli,134.0,85.0
2024-02-12,Thiago Seyboth Wild,Andrea Vavassori,Andrea Vavassori,83.0,152.0
2024-02-12,Laslo Djere,Marin Cilic,Laslo Djere,35.0,1044.0
2024-02-12,Pedro Cachin,Stan Wawrinka,Stan Wawrinka,74.0,60.0
2024-02-12,Daniel Elahi Galan,Diego Schwartzman,Daniel Elahi Galan,80.0,116.0
2024-02-12,Roberto Carballes Baena,Tomas Martin Etcheverry,Tomas Martin Etcheverry,64.0,27.0
2024-02-12,Dusan Lajovic,Arthur Fils,Dusan Lajovic,58.0,36.0
2024-02-12,Yannick Hanfmann,Alejandro Tabilo,Alejandro Tabilo,56.0,54.0
2024-02-12,Facundo Diaz Acosta,Daniel Altmaier,Facundo Diaz Acosta,87.0,53.0
2024-02-12,Bernabe Zapata Miralles,Sebastian Baez,Sebastian Baez,78.0,30.0
2024-02-12,Luciano Darderi,Mariano Navone,Luciano Darderi,76.0,117.0
2024-02-12,Sebastian Ofner,Federico Coria,Federico Coria,38.0,106.0
2024-02-12,Jannik Sinner,Alex De Minaur,Jannik Sinner,4.0,11.0
2024-02-12,Tallon Griekspoor,Jannik Sinner,Jannik Sinner,29.0,4.0
2024-02-12,Alex De Minaur,Grigor Dimitrov,Alex De Minaur,11.0,13.0
2024-02-12,Milos Raonic,Jannik Sinner,Jannik Sinner,309.0,4.0
2024-02-12,Tallon Griekspoor,Emil Ruusuvuori,Tallon Griekspoor,29.0,55.0
2024-02-12,Alexander Shevchenko,Grigor Dimitrov,Grigor Dimitrov,57.0,13.0
2024-02-12,Alex De Minaur,Andrey Rublev,Alex De Minaur,11.0,5.0
2024-02-12,Gael Monfils,Jannik Sinner,Jannik Sinner,70.0,4.0
2024-02-12,Milos Raonic,Alexander Bublik,Milos Raonic,309.0,23.0
2024-02-12,Hubert Hurkacz,Tallon Griekspoor,Tallon Griekspoor,8.0,29.0
2024-02-12,Emil Ruusuvuori,Jan Lennard Struff,Emil Ruusuvuori,55.0,25.0
2024-02-12,Marton Fucsovics,Grigor Dimitrov,Grigor Dimitrov,86.0,13.0
2024-02-12,Alexander Shevchenko,Holger Rune,Alexander Shevchenko,57.0,7.0
2024-02-12,David Goffin,Alex De Minaur,Alex De Minaur,133.0,11.0
2024-02-12,Andrey Rublev,Felix Auger Aliassime,Andrey Rublev,5.0,28.0
2024-02-12,Botic Van De Zandschulp,Jannik Sinner,Jannik Sinner,66.0,4.0
2024-02-12,Gael Monfils,Denis Shapovalov,Gael Monfils,70.0,127.0
2024-02-12,Jesper De Jong,Milos Raonic,Milos Raonic,141.0,309.0
2024-02-12,Alexander Bublik,Borna Coric,Alexander Bublik,23.0,31.0
2024-02-12,Jiri Lehecka,Hubert Hurkacz,Hubert Hurkacz,32.0,8.0
2024-02-12,Tallon Griekspoor,Lorenzo Musetti,Tallon Griekspoor,29.0,26.0
2024-02-12,Alejandro Davidovich Fokina,Jan Lennard Struff,Jan Lennard Struff,24.0,25.0
2024-02-12,Emil Ruusuvuori,Ugo Humbert,Emil Ruusuvuori,55.0,18.0
2024-02-12,Lorenzo Sonego,Grigor Dimitrov,Grigor Dimitrov,48.0,13.0
2024-02-12,Marton Fucsovics,Fabian Marozsan,Marton Fucsovics,86.0,61.0
2024-02-12,Zhizhen Zhang,Alexander Shevchenko,Alexander Shevchenko,47.0,57.0
2024-02-12,Holger Rune,Roman Safiullin,Holger Rune,7.0,39.0
2024-02-12,Sebastian Korda,Alex De Minaur,Alex De Minaur,33.0,11.0
2024-02-12,David Goffin,Dino Prizmic,David Goffin,133.0,171.0
2024-02-12,Maxime Cressy,Felix Auger Aliassime,Felix Auger Aliassime,170.0,28.0
2024-02-12,Andrey Rublev,Zizou Bergs,Andrey Rublev,5.0,132.0
2024-02-19,Jakub Mensik,Karen Khachanov,Karen Khachanov,116.0,17.0
2024-02-19,Jakub Mensik,Gael Monfils,Jakub Mensik,116.0,68.0
2024-02-19,Alexei Popyrin,Karen Khachanov,Karen Khachanov,46.0,17.0
2024-02-19,Jakub Mensik,Andrey Rublev,Jakub Mensik,116.0,5.0
2024-02-19,Ugo Humbert,Gael Monfils,Gael Monfils,18.0,68.0
2024-02-19,Alexei Popyrin,Alexander Bublik,Alexei Popyrin,46.0,21.0
2024-02-19,Emil Ruusuvuori,Karen Khachanov,Karen Khachanov,43.0,17.0
2024-02-19,Andrey Rublev,Richard Gasquet,Andrey Rublev,5.0,126.0
2024-02-19,Andy Murray,Jakub Mensik,Jakub Mensik,50.0,116.0
2024-02-19,Ugo Humbert,Pavel Kotov,Ugo Humbert,18.0,64.0
2024-02-19,Zhizhen Zhang,Gael Monfils,Gael Monfils,48.0,68.0
2024-02-19,Alexei Popyrin,Hugo Grenier,Alexei Popyrin,46.0,151.0
2024-02-19,Marton Fucsovics,Alexander Bublik,Alexander Bublik,80.0,21.0
2024-02-19,Emil Ruusuvuori,Christopher Oconnell,Emil Ruusuvuori,43.0,65.0
2024-02-19,Fabian Marozsan,Karen Khachanov,Karen Khachanov,60.0,17.0
2024-02-19,Richard Gasquet,Alexander Shevchenko,Richard Gasquet,126.0,45.0
2024-02-19,Alexandre Muller,Andy Murray,Andy Murray,75.0,50.0
2024-02-19,Jakub Mensik,Alejandro Davidovich Fokina,Jakub Mensik,116.0,24.0
2024-02-19,Lorenzo Sonego,Pavel Kotov,Pavel Kotov,49.0,64.0
2024-02-19,Gael Monfils,Botic Van De Zandschulp,Gael Monfils,68.0,70.0
2024-02-19,Lorenzo Musetti,Zhizhen Zhang,Zhizhen Zhang,26.0,48.0
2024-02-19,Hugo Grenier,Maximilian Marterer,Hugo Grenier,151.0,99.0
2024-02-19,Abedallah Shelbayh,Alexei Popyrin,Alexei Popyrin,230.0,46.0
2024-02-19,Marton Fucsovics,Roberto Bautista Agut,Marton Fucsovics,80.0,97.0
2024-02-19,Jan Lennard Struff,Christopher Oconnell,Christopher Oconnell,25.0,65.0
2024-02-19,Emil Ruusuvuori,Giulio Zeppieri,Emil Ruusuvuori,43.0,133.0
2024-02-19,Vit Kopriva,Fabian Marozsan,Fabian Marozsan,118.0,60.0
2024-02-19,Jordan Thompson,Casper Ruud,Jordan Thompson,40.0,12.0
2024-02-19,Alexander Zverev,Jordan Thompson,Jordan Thompson,6.0,40.0
2024-02-19,Casper Ruud,Stefanos Tsitsipas,Casper Ruud,12.0,11.0
2024-02-19,Thanasi Kokkinakis,Alexander Zverev,Alexander Zverev,103.0,6.0
2024-02-19,Jordan Thompson,Alex Michelsen,Jordan Thompson,40.0,74.0
2024-02-19,Nuno Borges,Casper Ruud,Casper Ruud,47.0,12.0
2024-02-19,Stefanos Tsitsipas,Aleksandar Kovacevic,Stefanos Tsitsipas,11.0,100.0
2024-02-19,Yoshihito Nishioka,Alexander Zverev,Alexander Zverev,84.0,6.0
2024-02-19,Thanasi Kokkinakis,Daniel Evans,Thanasi Kokkinakis,103.0,42.0
2024-02-19,Alex De Minaur,Alex Michelsen,Alex Michelsen,9.0,74.0
2024-02-19,Jordan Thompson,Emilio Nava,Jordan Thompson,40.0,146.0
2024-02-19,Max Purcell,Nuno Borges,Nuno Borges,51.0,47.0
2024-02-19,Casper Ruud,Marcos Giron,Casper Ruud,12.0,44.0
2024-02-19,Rinky Hijikata,Aleksandar Kovacevic,Aleksandar Kovacevic,79.0,100.0
2024-02-19,Stefanos Tsitsipas,Aleksandar Vukic,Stefanos Tsitsipas,11.0,72.0
2024-02-19,Flavio Cobolli,Yoshihito Nishioka,Yoshihito Nishioka,69.0,84.0
2024-02-19,Thanasi Kokkinakis,Jack Draper,Thanasi Kokkinakis,103.0,53.0
2024-02-19,Roman Safiullin,Daniel Evans,Daniel Evans,38.0,42.0
2024-02-19,Alex Michelsen,Constant Lestienne,Alex Michelsen,74.0,104.0
2024-02-19,Diego Schwartzman,Emilio Nava,Emilio Nava,115.0,146.0
2024-02-19,Jordan Thompson,Ernesto Escobedo,Jordan Thompson,40.0,494.0
2024-02-19,Matteo Arnaldi,Max Purcell,Max Purcell,41.0,51.0
2024-02-19,Nuno Borges,Dominik Koepfer,Nuno Borges,47.0,57.0
2024-02-19,Taro Daniel,Marcos Giron,Marcos Giron,62.0,44.0
2024-02-19,Rinky Hijikata,Miomir Kecmanovic,Rinky Hijikata,79.0,54.0
2024-02-19,Brandon Holt,Aleksandar Kovacevic,Aleksandar Kovacevic,295.0,100.0
2024-02-19,Aleksandar Vukic,Rodrigo Pacheco Mendez,Aleksandar Vukic,72.0,692.0
2024-02-19,Mariano Navone,Sebastian Baez,Sebastian Baez,113.0,30.0
2024-02-19,Sebastian Baez,Francisco Cerundolo,Sebastian Baez,30.0,22.0
2024-02-19,Cameron Norrie,Mariano Navone,Mariano Navone,23.0,113.0
2024-02-19,Sebastian Baez,Thiago Monteiro,Sebastian Baez,30.0,117.0
2024-02-19,Dusan Lajovic,Francisco Cerundolo,Francisco Cerundolo,58.0,22.0
2024-02-19,Mariano Navone,Joao Fonseca,Mariano Navone,113.0,655.0
2024-02-19,Thiago Seyboth Wild,Cameron Norrie,Cameron Norrie,82.0,23.0
2024-02-19,Thiago Monteiro,Felipe Meligeni Alves,Thiago Monteiro,117.0,153.0
2024-02-19,Facundo Diaz Acosta,Sebastian Baez,Sebastian Baez,59.0,30.0
2024-02-19,Francisco Cerundolo,Albert Ramos,Francisco Cerundolo,22.0,96.0
2024-02-19,Laslo Djere,Dusan Lajovic,Dusan Lajovic,35.0,58.0
2024-02-19,Joao Fonseca,Cristian Garin,Joao Fonseca,655.0,88.0
2024-02-19,Yannick Hanfmann,Mariano Navone,Mariano Navone,56.0,113.0
2024-02-19,Thiago Seyboth Wild,Jaume Munar,Thiago Seyboth Wild,82.0,73.0
2024-02-19,Tomas Barrios Vera,Cameron Norrie,Cameron Norrie,120.0,23.0
2024-02-19,Thiago Monteiro,Carlos Alcaraz,Thiago Monteiro,117.0,2.0
2024-02-19,Pedro Cachin,Felipe Meligeni Alves,Felipe Meligeni Alves,76.0,153.0
2024-02-19,Facundo Diaz Acosta,Stan Wawrinka,Facundo Diaz Acosta,59.0,67.0
2024-02-19,Corentin Moutet,Sebastian Baez,Sebastian Baez,147.0,30.0
2024-02-19,Francisco Cerundolo,Francisco Comesana,Francisco Cerundolo,22.0,119.0
2024-02-19,Juan Pablo Varillas,Albert Ramos,Albert Ramos,108.0,96.0
2024-02-19,Dusan Lajovic,Daniel Elahi Galan,Dusan Lajovic,58.0,78.0
2024-02-19,Bernabe Zapata Miralles,Laslo Djere,Laslo Djere,93.0,35.0
2024-02-19,Joao Fonseca,Arthur Fils,Joao Fonseca,655.0,36.0
2024-02-19,Roberto Carballes Baena,Cristian Garin,Cristian Garin,66.0,88.0
2024-02-19,Mariano Navone,Federico Coria,Mariano Navone,113.0,85.0
2024-02-19,Nicolas Jarry,Yannick Hanfmann,Yannick Hanfmann,19.0,56.0
