date,player_1,player_2,winner,target
2024-07-22,Christopher Oconnell,Max Purcell,Max Purcell,0
2024-07-22,Harold Mayot,Borna Coric,Harold Mayot,1
2024-07-22,Aleksandar Kovacevic,Reilly Opelka,Reilly Opelka,0
2024-07-22,Alejandro Davidovich Fokina,Arthur Cazaux,Alejandro Davidovich Fokina,1
2024-07-22,Brandon Nakashima,Mackenzie Mcdonald,Mackenzie Mcdonald,0
2024-07-22,Yoshihito Nishioka,Zachary Svajda,Yoshihito Nishioka,1
2024-07-22,Billy Harris,Aslan Karatsev,Aslan Karatsev,0
2024-07-22,Adam Walton,Miomir Kecmanovic,Adam Walton,1
2024-07-22,J J Wolf,Arthur Rinderknech,Arthur Rinderknech,0
2024-07-22,Mattia Bellucci,Aleksandar Vukic,Mattia Bellucci,1
2024-07-22,Hugo Gaston,Matteo Berrettini,Matteo Berrettini,0
2024-07-22,Hugo Gaston,Facundo Diaz Acosta,Hugo Gaston,1
2024-07-22,Yannick Hanfmann,Matteo Berrettini,Matteo Berrettini,0
2024-07-22,Hugo Gaston,Sebastian Baez,Hugo Gaston,1
2024-07-22,Pedro Martinez,Facundo Diaz Acosta,Facundo Diaz Acosta,0
2024-07-22,Yannick Hanfmann,Thiago Seyboth Wild,Yannick Hanfmann,1
2024-07-22,Nicolas Moreno De Alboran,Matteo Berrettini,Matteo Berrettini,0
2024-07-22,Sebastian Baez,Thiago Agustin Tirante,Sebastian Baez,1
2024-07-22,Roberto Carballes Baena,Hugo Gaston,Hugo Gaston,0
2024-07-22,Pedro Martinez,Sumit Nagal,Pedro Martinez,1
2024-07-22,Daniel Elahi Galan,Facundo Diaz Acosta,Facundo Diaz Acosta,0
2024-07-22,Thiago Seyboth Wild,Laslo Djere,Thiago Seyboth Wild,1
2024-07-22,Gustavo Heide,Yannick Hanfmann,Yannick Hanfmann,0
2024-07-22,Nicolas Moreno De Alboran,Lukas Neumayer,Nicolas Moreno De Alboran,1
2024-07-22,Alejandro Tabilo,Matteo Berrettini,Matteo Berrettini,0
2024-07-22,Thiago Agustin Tirante,Dominic Thiem,Thiago Agustin Tirante,1
2024-07-22,Daniel Altmaier,Hugo Gaston,Hugo Gaston,0
2024-07-22,Roberto Carballes Baena,Marton Fucsovics,Roberto Carballes Baena,1
2024-07-22,Lukas Klein,Sumit Nagal,Sumit Nagal,0
2024-07-22,Facundo Diaz Acosta,Federico Coria,Facundo Diaz Acosta,1
2024-07-22,Hamad Medjedovic,Daniel Elahi Galan,Daniel Elahi Galan,0
2024-07-22,Laslo Djere,Vit Kopriva,Laslo Djere,1
2024-07-22,Joel Schwaerzler,Thiago Seyboth Wild,Thiago Seyboth Wild,0
2024-07-22,Yannick Hanfmann,Jaume Munar,Yannick Hanfmann,1
2024-07-22,Sebastian Ofner,Lukas Neumayer,Lukas Neumayer,0
2024-07-22,Nicolas Moreno De Alboran,Andrea Collarini,Nicolas Moreno De Alboran,1
2024-07-22,Pavel Kotov,Matteo Berrettini,Matteo Berrettini,0
2024-07-22,Francisco Cerundolo,Lorenzo Musetti,Francisco Cerundolo,1
2024-07-22,Andrey Rublev,Francisco Cerundolo,Francisco Cerundolo,0
2024-07-22,Lorenzo Musetti,Jakub Mensik,Lorenzo Musetti,1
2024-07-22,Fabian Marozsan,Andrey Rublev,Andrey Rublev,0
2024-07-22,Francisco Cerundolo,Lorenzo Sonego,Francisco Cerundolo,1
2024-07-22,Chun Hsin Tseng,Jakub Mensik,Jakub Mensik,0
2024-07-22,Lorenzo Musetti,Dusan Lajovic,Lorenzo Musetti,1
2024-07-22,Camilo Ugo Carabelli,Andrey Rublev,Andrey Rublev,0
2024-07-22,Fabian Marozsan,Thiago Monteiro,Fabian Marozsan,1
2024-07-22,Matej Dodig,Francisco Cerundolo,Francisco Cerundolo,0
2024-07-22,Lorenzo Sonego,Alexandre Muller,Lorenzo Sonego,1
2024-07-22,Luciano Darderi,Jakub Mensik,Jakub Mensik,0
2024-07-22,Chun Hsin Tseng,Fabio Fognini,Chun Hsin Tseng,1
2024-07-22,Flavio Cobolli,Dusan Lajovic,Dusan Lajovic,0
2024-07-22,Lorenzo Musetti,Marco Trungelliti,Lorenzo Musetti,1
2024-07-22,Luka Mikrut,Camilo Ugo Carabelli,Camilo Ugo Carabelli,0
2024-07-22,Fabian Marozsan,Alexander Shevchenko,Fabian Marozsan,1
2024-07-22,Tomas Machac,Thiago Monteiro,Thiago Monteiro,0
2024-07-22,Matej Dodig,Enzo Couacaud,Matej Dodig,1
2024-07-22,Mili Poljicak,Lorenzo Sonego,Lorenzo Sonego,0
2024-07-22,Alexandre Muller,Matteo Arnaldi,Alexandre Muller,1
2024-07-22,Duje Ajdukovic,Luciano Darderi,Luciano Darderi,0
2024-07-22,Jakub Mensik,Alexei Popyrin,Jakub Mensik,1
2024-07-22,Luca Van Assche,Fabio Fognini,Fabio Fognini,0
2024-07-22,Flavio Cobolli,Mariano Navone,Flavio Cobolli,1
2024-07-22,Filip Misolic,Dusan Lajovic,Dusan Lajovic,0
2024-07-22,Marco Trungelliti,Guido Andreozzi,Marco Trungelliti,1
2024-07-29,Flavio Cobolli,Sebastian Korda,Sebastian Korda,0
2024-07-29,Sebastian Korda,Frances Tiafoe,Sebastian Korda,1
2024-07-29,Ben Shelton,Flavio Cobolli,Flavio Cobolli,0
2024-07-29,Frances Tiafoe,Andrey Rublev,Frances Tiafoe,1
2024-07-29,Jordan Thompson,Sebastian Korda,Sebastian Korda,0
2024-07-29,Flavio Cobolli,Alex Michelsen,Flavio Cobolli,1
2024-07-29,Denis Shapovalov,Ben Shelton,Ben Shelton,0
2024-07-29,Andrey Rublev,Arthur Rinderknech,Andrey Rublev,1
2024-07-29,Aleksandar Kovacevic,Frances Tiafoe,Frances Tiafoe,0
2024-07-29,Sebastian Korda,Thanasi Kokkinakis,Sebastian Korda,1
2024-07-29,Giovanni Mpetshi Perricard,Jordan Thompson,Jordan Thompson,0
2024-07-29,Flavio Cobolli,Alejandro Davidovich Fokina,Flavio Cobolli,1
2024-07-29,Seong Chan Hong,Alex Michelsen,Alex Michelsen,0
2024-07-29,Denis Shapovalov,Miomir Kecmanovic,Denis Shapovalov,1
2024-07-29,Brandon Nakashima,Ben Shelton,Ben Shelton,0
2024-07-29,Andrey Rublev,Luca Van Assche,Andrey Rublev,1
2024-07-29,Juncheng Shang,Arthur Rinderknech,Arthur Rinderknech,0
2024-07-29,Aleksandar Kovacevic,Roberto Carballes Baena,Aleksandar Kovacevic,1
2024-07-29,Daniel Elahi Galan,Frances Tiafoe,Frances Tiafoe,0
2024-07-29,Sebastian Korda,Cristian Garin,Sebastian Korda,1
2024-07-29,Aleksandar Vukic,Thanasi Kokkinakis,Thanasi Kokkinakis,0
2024-07-29,Giovanni Mpetshi Perricard,Emil Ruusuvuori,Giovanni Mpetshi Perricard,1
2024-07-29,Reilly Opelka,Jordan Thompson,Jordan Thompson,0
2024-07-29,Alejandro Davidovich Fokina,Mitchell Krueger,Alejandro Davidovich Fokina,1
2024-07-29,David Goffin,Flavio Cobolli,Flavio Cobolli,0
2024-07-29,Alex Michelsen,Mattia Bellucci,Alex Michelsen,1
2024-07-29,Karen Khachanov,Seong Chan Hong,Seong Chan Hong,0
2024-07-29,Denis Shapovalov,Adrian Mannarino,Denis Shapovalov,1
2024-07-29,J J Wolf,Miomir Kecmanovic,Miomir Kecmanovic,0
2024-07-29,Brandon Nakashima,Christopher Oconnell,Brandon Nakashima,1
2024-07-29,Radu Albot,Ben Shelton,Ben Shelton,0
2024-07-29,Luca Van Assche,Arthur Cazaux,Luca Van Assche,1
2024-07-29,Elias Ymer,Juncheng Shang,Juncheng Shang,0
2024-07-29,Aleksandar Kovacevic,Yoshihito Nishioka,Aleksandar Kovacevic,1
2024-07-29,Maxime Cressy,Daniel Elahi Galan,Daniel Elahi Galan,0
2024-07-29,Cristian Garin,Aslan Karatsev,Cristian Garin,1
2024-07-29,Max Purcell,Thanasi Kokkinakis,Thanasi Kokkinakis,0
2024-07-29,Emil Ruusuvuori,Borna Coric,Emil Ruusuvuori,1
2024-07-29,James Duckworth,Reilly Opelka,Reilly Opelka,0
2024-07-29,Mitchell Krueger,Luca Nardi,Mitchell Krueger,1
2024-07-29,Camilo Ugo Carabelli,David Goffin,David Goffin,0
2024-07-29,Mattia Bellucci,Mackenzie Mcdonald,Mattia Bellucci,1
2024-07-29,Adam Walton,Seong Chan Hong,Seong Chan Hong,0
2024-07-29,Denis Shapovalov,Roberto Bautista Agut,Denis Shapovalov,1
2024-07-29,Zachary Svajda,J J Wolf,J J Wolf,0
2024-07-29,Christopher Oconnell,Harold Mayot,Christopher Oconnell,1
2024-07-29,Facundo Diaz Acosta,Radu Albot,Radu Albot,0
2024-07-29,Novak Djokovic,Matthew Ebden,Novak Djokovic,1
2024-07-29,Marton Fucsovics,Rafael Nadal,Rafael Nadal,0
2024-07-29,Dominik Koepfer,Milos Raonic,Dominik Koepfer,1
2024-07-29,Arthur Fils,Matteo Arnaldi,Matteo Arnaldi,0
2024-07-29,Sebastian Baez,Thiago Monteiro,Sebastian Baez,1
2024-07-29,Christopher Eubanks,Benjamin Hassan,Benjamin Hassan,0
2024-07-29,Daniel Evans,Moez Echargui,Daniel Evans,1
2024-07-29,Zizou Bergs,Stefanos Tsitsipas,Stefanos Tsitsipas,0
2024-07-29,Alexander Zverev,Jaume Munar,Alexander Zverev,1
2024-07-29,Zhizhen Zhang,Tomas Machac,Tomas Machac,0
2024-07-29,Stan Wawrinka,Pavel Kotov,Stan Wawrinka,1
2024-07-29,Nicolas Jarry,Alexei Popyrin,Alexei Popyrin,0
2024-07-29,Lorenzo Musetti,Gael Monfils,Lorenzo Musetti,1
2024-07-29,Nuno Borges,Mariano Navone,Mariano Navone,0
2024-07-29,Jack Draper,Kei Nishikori,Jack Draper,1
2024-07-29,Alexander Bublik,Taylor Fritz,Taylor Fritz,0
2024-07-29,Casper Ruud,Taro Daniel,Casper Ruud,1
2024-07-29,Pedro Martinez,Andrea Vavassori,Andrea Vavassori,0
2024-07-29,Francisco Cerundolo,Tomas Barrios Vera,Francisco Cerundolo,1
2024-07-29,Fabian Marozsan,Ugo Humbert,Ugo Humbert,0
2024-07-29,Felix Auger Aliassime,Marcos Giron,Felix Auger Aliassime,1
2024-07-29,Dusan Lajovic,Maximilian Marterer,Maximilian Marterer,0
2024-07-29,Sebastian Ofner,Robin Haase,Sebastian Ofner,1
2024-07-29,Rinky Hijikata,Daniil Medvedev,Daniil Medvedev,0
2024-07-29,Jan Lennard Struff,Francisco Cabral,Jan Lennard Struff,1
2024-07-29,Sumit Nagal,Corentin Moutet,Corentin Moutet,0
2024-07-29,Jakub Mensik,Alexander Shevchenko,Jakub Mensik,1
2024-07-29,Luciano Darderi,Tommy Paul,Tommy Paul,0
2024-07-29,Roman Safiullin,Alejandro Tabilo,Roman Safiullin,1
2024-07-29,Thiago Seyboth Wild,Tomas Martin Etcheverry,Tomas Martin Etcheverry,0
2024-07-29,Tallon Griekspoor,Petros Tsitsipas,Tallon Griekspoor,1
2024-07-29,Hady Habib,Carlos Alcaraz,Carlos Alcaraz,0
2024-07-29,Novak Djokovic,Rafael Nadal,Novak Djokovic,1
2024-07-29,Matteo Arnaldi,Dominik Koepfer,Dominik Koepfer,0
2024-07-29,Sebastian Baez,Benjamin Hassan,Sebastian Baez,1
2024-07-29,Daniel Evans,Stefanos Tsitsipas,Stefanos Tsitsipas,0
2024-07-29,Alexander Zverev,Tomas Machac,Alexander Zverev,1
2024-07-29,Stan Wawrinka,Alexei Popyrin,Alexei Popyrin,0
2024-07-29,Lorenzo Musetti,Mariano Navone,Lorenzo Musetti,1
2024-07-29,Jack Draper,Taylor Fritz,Taylor Fritz,0
2024-07-29,Casper Ruud,Andrea Vavassori,Casper Ruud,1
2024-07-29,Ugo Humbert,Francisco Cerundolo,Francisco Cerundolo,0
2024-07-29,Felix Auger Aliassime,Maximilian Marterer,Felix Auger Aliassime,1
2024-07-29,Sebastian Ofner,Daniil Medvedev,Daniil Medvedev,0
2024-07-29,Jan Lennard Struff,Corentin Moutet,Jan Lennard Struff,1
2024-07-29,Jakub Mensik,Tommy Paul,Tommy Paul,0
2024-07-29,Roman Safiullin,Tomas Martin Etcheverry,Roman Safiullin,1
2024-07-29,Tallon Griekspoor,Carlos Alcaraz,Carlos Alcaraz,0
2024-07-29,Novak Djokovic,Dominik Koepfer,Novak Djokovic,1
2024-07-29,Sebastian Baez,Stefanos Tsitsipas,Stefanos Tsitsipas,0
2024-07-29,Alexander Zverev,Alexei Popyrin,Alexander Zverev,1
2024-07-29,Taylor Fritz,Lorenzo Musetti,Lorenzo Musetti,0
2024-07-29,Casper Ruud,Francisco Cerundolo,Casper Ruud,1
2024-07-29,Daniil Medvedev,Felix Auger Aliassime,Felix Auger Aliassime,0
2024-07-29,Tommy Paul,Corentin Moutet,Tommy Paul,1
2024-07-29,Roman Safiullin,Carlos Alcaraz,Carlos Alcaraz,0
2024-07-29,Novak Djokovic,Stefanos Tsitsipas,Novak Djokovic,1
2024-07-29,Alexander Zverev,Lorenzo Musetti,Lorenzo Musetti,0
2024-07-29,Felix Auger Aliassime,Casper Ruud,Felix Auger Aliassime,1
2024-07-29,Tommy Paul,Carlos Alcaraz,Carlos Alcaraz,0
2024-07-29,Novak Djokovic,Lorenzo Musetti,Novak Djokovic,1
2024-07-29,Felix Auger Aliassime,Carlos Alcaraz,Carlos Alcaraz,0
2024-07-29,Novak Djokovic,Carlos Alcaraz,Novak Djokovic,1
2024-07-29,Felix Auger Aliassime,Lorenzo Musetti,Lorenzo Musetti,0
2024-08-05,Alexei Popyrin,Andrey Rublev,Alexei Popyrin,1
2024-08-05,Matteo Arnaldi,Andrey Rublev,Andrey Rublev,0
2024-08-05,Alexei Popyrin,Sebastian Korda,Alexei Popyrin,1
2024-08-05,Jannik Sinner,Andrey Rublev,Andrey Rublev,0
2024-08-05,Matteo Arnaldi,Kei Nishikori,Matteo Arnaldi,1
